Sat Nov 5 2022,5:00p,Sacramento Kings,126,Orlando Magic,123
Sat Nov 5 2022,7:00p,Brooklyn Nets,98,Charlotte Hornets,94
Sat Nov 5 2022,7:30p,New Orleans Pelicans,121,Atlanta Hawks,124
Sat Nov 5 2022,7:30p,Boston Celtics,133,New York Knicks,118
Sat Nov 5 2022,8:00p,Oklahoma City Thunder,94,Milwaukee Bucks,108
Sat Nov 5 2022,8:00p,Houston Rockets,117,Minnesota Timberwolves,129
Sat Nov 5 2022,9:00p,San Antonio Spurs,101,Denver Nuggets,126
Sat Nov 5 2022,10:00p,Portland Trail Blazers,82,Phoenix Suns,102
Sun Nov 6 2022,3:30p,Cleveland Cavaliers,114,Los Angeles Lakers,100
Sun Nov 6 2022,6:00p,Washington Wizards,97,Memphis Grizzlies,103
Sun Nov 6 2022,6:00p,Chicago Bulls,104,Toronto Raptors,113
Sun Nov 6 2022,10:00p,Utah Jazz,110,Los Angeles Clippers,102
Mon Nov 7 2022,7:00p,Washington Wizards,108,Charlotte Hornets,100
Mon Nov 7 2022,7:15p,Houston Rockets,134,Orlando Magic,127
Mon Nov 7 2022,7:30p,Oklahoma City Thunder,103,Detroit Pistons,112
Mon Nov 7 2022,7:45p,New Orleans Pelicans,122,Indiana Pacers,129
Mon Nov 7 2022,8:00p,Phoenix Suns,88,Philadelphia 76ers,100
Mon Nov 7 2022,8:15p,Milwaukee Bucks,98,Atlanta Hawks,117
Mon Nov 7 2022,8:30p,Portland Trail Blazers,110,Miami Heat,107
Mon Nov 7 2022,8:45p,Toronto Raptors,97,Chicago Bulls,111
Mon Nov 7 2022,9:00p,Boston Celtics,109,Memphis Grizzlies,106
Mon Nov 7 2022,9:15p,New York Knicks,120,Minnesota Timberwolves,107
Mon Nov 7 2022,9:30p,Denver Nuggets,115,San Antonio Spurs,109
Mon Nov 7 2022,9:45p,Brooklyn Nets,94,Dallas Mavericks,96
Mon Nov 7 2022,10:00p,Sacramento Kings,113,Golden State Warriors,116
Mon Nov 7 2022,10:15p,Los Angeles Lakers,116,Utah Jazz,139
Mon Nov 7 2022,10:30p,Cleveland Cavaliers,117,Los Angeles Clippers,119
Wed Nov 9 2022,5:30p,Dallas Mavericks,87,Orlando Magic,94
Wed Nov 9 2022,7:00p,Portland Trail Blazers,105,Charlotte Hornets,95
Wed Nov 9 2022,7:00p,Denver Nuggets,122,Indiana Pacers,119
Wed Nov 9 2022,7:30p,Utah Jazz,125,Atlanta Hawks,119
Wed Nov 9 2022,7:30p,Detroit Pistons,112,Boston Celtics,128
Wed Nov 9 2022,7:30p,New York Knicks,85,Brooklyn Nets,112
Wed Nov 9 2022,7:30p,Houston Rockets,109,Toronto Raptors,116
Wed Nov 9 2022,8:00p,New Orleans Pelicans,115,Chicago Bulls,111
Wed Nov 9 2022,8:00p,Phoenix Suns,129,Minnesota Timberwolves,117
Wed Nov 9 2022,8:00p,Milwaukee Bucks,136,Oklahoma City Thunder,132
Wed Nov 9 2022,8:00p,Memphis Grizzlies,124,San Antonio Spurs,122
Wed Nov 9 2022,10:00p,Los Angeles Lakers,101,Los Angeles Clippers,114
Wed Nov 9 2022,10:00p,Cleveland Cavaliers,120,Sacramento Kings,127
Thu Nov 10 2022,7:00p,Dallas Mavericks,105,Washington Wizards,113
Thu Nov 10 2022,7:30p,Philadelphia 76ers,95,Atlanta Hawks,104
Thu Nov 10 2022,7:30p,Charlotte Hornets,112,Miami Heat,117
Thu Nov 10 2022,8:00p,Portland Trail Blazers,106,New Orleans Pelicans,95
Fri Nov 11 2022,7:00p,Denver Nuggets,112,Boston Celtics,131
Fri Nov 11 2022,7:00p,Phoenix Suns,97,Orlando Magic,114
Fri Nov 11 2022,7:30p,Detroit Pistons,112,New York Knicks,121
Fri Nov 11 2022,8:00p,Toronto Raptors,113,Oklahoma City Thunder,132
Fri Nov 11 2022,8:00p,Milwaukee Bucks,93,San Antonio Spurs,111
Fri Nov 11 2022,9:30p,Minnesota Timberwolves,103,Memphis Grizzlies,114
Fri Nov 11 2022,10:00p,Cleveland Cavaliers,101,Golden State Warriors,106
Fri Nov 11 2022,10:30p,Sacramento Kings,120,Los Angeles Lakers,114
Sat Nov 12 2022,4:00p,Brooklyn Nets,110,Los Angeles Clippers,95
Sat Nov 12 2022,6:00p,Utah Jazz,112,Washington Wizards,121
Sat Nov 12 2022,7:00p,Boston Celtics,117,Detroit Pistons,108
Sat Nov 12 2022,7:00p,Toronto Raptors,104,Indiana Pacers,118
Sat Nov 12 2022,7:30p,Atlanta Hawks,109,Philadelphia 76ers,121
Sat Nov 12 2022,8:00p,Charlotte Hornets,115,Miami Heat,132
Sat Nov 12 2022,8:30p,Portland Trail Blazers,112,Dallas Mavericks,117
Sat Nov 12 2022,8:30p,Houston Rockets,106,New Orleans Pelicans,119
Sun Nov 13 2022,12:00p,Oklahoma City Thunder,145,New York Knicks,135
Sun Nov 13 2022,6:00p,Minnesota Timberwolves,129,Cleveland Cavaliers,124
Sun Nov 13 2022,6:00p,Memphis Grizzlies,92,Washington Wizards,102
Sun Nov 13 2022,7:30p,Utah Jazz,98,Philadelphia 76ers,105
Sun Nov 13 2022,8:00p,Denver Nuggets,126,Chicago Bulls,103
Sun Nov 13 2022,9:00p,Golden State Warriors,115,Sacramento Kings,122
Sun Nov 13 2022,9:30p,Brooklyn Nets,103,Los Angeles Lakers,116
Mon Nov 14 2022,7:00p,Toronto Raptors,115,Detroit Pistons,111
Mon Nov 14 2022,7:00p,Charlotte Hornets,112,Orlando Magic,105
Mon Nov 14 2022,7:30p,Oklahoma City Thunder,122,Boston Celtics,126
Mon Nov 14 2022,7:30p,Phoenix Suns,112,Miami Heat,113
Mon Nov 14 2022,8:00p,Los Angeles Clippers,122,Houston Rockets,106
