date,away_team,away_pt,home_team,home_pt,away_open_sp,away_open_line,away_b365_sp,away_b365_line,away_fduel_sp,away_fduel_line,away_bmgm_sp,away_bmgm_line,away_czr_sp,away_czr_line,away_dking_sp,away_dking_line,away_rivers_sp,away_rivers_line,away_vinsider_sp,away_vinsider_line,home_open_sp,home_open_line,home_b365_sp,home_b365_line,home_fduel_sp,home_fduel_line,home_bmgm_sp,home_bmgm_line,home_czr_sp,home_czr_line,home_dking_sp,home_dking_line,home_rivers_sp,home_rivers_line,home_vinsider_sp,home_vinsider_line
Mon Oct 30 2023,Boston Celtics,126,Washington Wizards,107,o230.5,-110,o232,-110,o229,-112,o231.5,-110,o231.5,-115,o231.5,-110,o231.5,-114,o229,-112,u230.5,-110,u232,-110,u229,-108,u231.5,-110,u231.5,-105,u231.5,-110,u231.5,-117,u229,-108
Mon Oct 30 2023,Brooklyn Nets,133,Charlotte Hornets,121,o228.5,-110,o227.5,-110,o228.5,-110,o227.5,-110,o227.5,-115,o227.5,-108,o227.5,-113,o228.5,-110,u228.5,-110,u227.5,-110,u228.5,-110,u227.5,-110,u227.5,-105,u227.5,-112,u227.5,-108,u228.5,-110
Mon Oct 30 2023,Portland Trail Blazers,99,Toronto Raptors,91,o217.5,-110,o216.5,-110,o217.5,-110,o216.5,-110,o216,-110,o216.5,-110,o216.5,-110,o217.5,-110,u217.5,-110,u216.5,-110,u217.5,-110,u216.5,-110,u216,-110,u216.5,-110,u216.5,-110,u217.5,-110
Mon Oct 30 2023,Minnesota Timberwolves,113,Atlanta Hawks,127,o233.5,-110,o227.5,-110,o234.5,-110,o227.5,-110,o227.5,-110,o227.5,-110,o228.5,-115,o234.5,-110,u233.5,-110,u227.5,-110,u234.5,-110,u227.5,-110,u227.5,-110,u227.5,-110,u228.5,-115,u234.5,-110
Mon Oct 30 2023,Dallas Mavericks,125,Memphis Grizzlies,110,o227.5,-110,o223,-110,o227.5,-110,o222.5,-110,o223,-105,o222.5,-110,o223,-112,o227.5,-110,u227.5,-110,u223,-110,u227.5,-110,u222.5,-110,u223,-115,u222.5,-110,u223,-109,u227.5,-110
Mon Oct 30 2023,Miami Heat,114,Milwaukee Bucks,122,o223.5,-110,o226,-110,o223.5,-110,o225.5,-110,o226,-115,o225.5,-110,o225,-113,o223.5,-110,u223.5,-110,u226,-110,u223.5,-110,u225.5,-110,u226,-105,u225.5,-110,u225,-108,u223.5,-110
Mon Oct 30 2023,Golden State Warriors,130,New Orleans Pelicans,102,o231.5,-110,o220.5,-110,o232.5,-110,o220.5,-110,o220.5,-110,o220.5,-110,o219.5,-115,o232.5,-110,u231.5,-110,u220.5,-110,u232.5,-110,u220.5,-110,u220.5,-110,u220.5,-110,u219.5,-115,u232.5,-110
Mon Oct 30 2023,Detroit Pistons,112,Oklahoma City Thunder,124,o226.5,-110,o224.5,-110,o226.5,-110,o224.5,-110,o224.5,-115,o224,-112,o224.5,-115,o226.5,-110,u226.5,-110,u224.5,-110,u226.5,-110,u224.5,-110,u224.5,-105,u224,-108,u224.5,-115,u226.5,-110
Mon Oct 30 2023,Utah Jazz,102,Denver Nuggets,110,o230.5,-110,o225.5,-110,o230.5,-110,o225.5,-110,o226.5,-105,o225.5,-110,o225.5,-115,o230.5,-110,u230.5,-110,u225.5,-110,u230.5,-110,u225.5,-110,u226.5,-115,u225.5,-110,u225.5,-115,u230.5,-110
Mon Oct 30 2023,Orlando Magic,103,Los Angeles Lakers,106,o220.5,-110,o219.5,-110,o220.5,-110,o220.5,-110,o220,-110,o220,-110,o219.5,-110,o220.5,-110,u220.5,-110,u219.5,-110,u220.5,-110,u220.5,-110,u220,-110,u220,-110,u219.5,-110,u220.5,-110
Tue Oct 31 2023,New York Knicks,109,Cleveland Cavaliers,91,o216,-110,o213.5,-110,o214.5,-122,o213.5,-110,o213.5,-110,o214.5,-105,o214,-108,o214.5,-122,u216,-110,u213.5,-110,u214.5,-106,u213.5,-110,u213.5,-110,u214.5,-115,u214,-113,u214.5,-106
Tue Oct 31 2023,San Antonio Spurs,115,Phoenix Suns,114,o230,-110,o225,-110,o224.5,-112,o225.5,-110,o225.5,-110,o225.5,-108,o225.5,-108,o224.5,-112,u230,-110,u225,-110,u224.5,-108,u225.5,-110,u225.5,-110,u225.5,-112,u225.5,-113,u224.5,-108
Tue Oct 31 2023,Orlando Magic,102,Los Angeles Clippers,118,o220,-110,o220,-110,o220.5,-108,o219.5,-115,o220,-110,o220,-108,o219.5,-112,o220.5,-108,u220,-110,u220,-110,u220.5,-112,u219.5,-105,u220,-110,u220,-112,u219.5,-109,u220.5,-112
Wed Nov 1 2023,Portland Trail Blazers,110,Detroit Pistons,101,o219,-110,o216.5,-110,o216.5,-110,o216.5,-110,o216,-110,o216,-110,o216.5,-110,o216.5,-110,u219,-110,u216.5,-110,u216.5,-110,u216.5,-110,u216,-110,u216,-110,u216.5,-110,u216.5,-110
Wed Nov 1 2023,Milwaukee Bucks,111,Toronto Raptors,130,o229.5,-110,o223.5,-110,o223.5,-110,o222.5,-110,o223.5,-110,o223.5,-110,o223.5,-115,o223.5,-110,u229.5,-110,u223.5,-110,u223.5,-110,u222.5,-110,u223.5,-110,u223.5,-110,u223.5,-115,u223.5,-110
Wed Nov 1 2023,Washington Wizards,121,Atlanta Hawks,130,o237.5,-110,o240.5,-110,o240.5,-108,o240.5,-110,o240.5,-115,o240,-112,o239.5,-110,o240.5,-108,u237.5,-110,u240.5,-110,u240.5,-112,u240.5,-110,u240.5,-105,u240,-108,u239.5,-110,u240.5,-112
Wed Nov 1 2023,Indiana Pacers,104,Boston Celtics,155,o231.5,-110,o233.5,-110,o233.5,-110,o233.5,-110,o233,-110,o233.5,-110,o233.5,-110,o233.5,-110,u231.5,-110,u233.5,-110,u233.5,-110,u233.5,-110,u233,-110,u233.5,-110,u233.5,-110,u233.5,-110
Wed Nov 1 2023,Brooklyn Nets,109,Miami Heat,105,o225.5,-110,o223,-110,o222.5,-110,o222.5,-110,o222.5,-110,o223,-110,o222.5,-110,o222.5,-110,u225.5,-110,u223,-110,u222.5,-110,u222.5,-110,u222.5,-110,u223,-110,u222.5,-110,u222.5,-110
Wed Nov 1 2023,Cleveland Cavaliers,95,New York Knicks,89,o210.5,-110,o210.5,-110,o210.5,-112,o209.5,-115,o210.5,-115,o211,-110,o209.5,-112,o210.5,-112,u210.5,-110,u210.5,-110,u210.5,-108,u209.5,-105,u210.5,-105,u211,-110,u209.5,-109,u210.5,-108
Wed Nov 1 2023,New Orleans Pelicans,110,Oklahoma City Thunder,106,o225.5,-110,o227.5,-110,o227.5,-110,o227.5,-110,o227,-110,o227.5,-112,o227.5,-113,o227.5,-110,u225.5,-110,u227.5,-110,u227.5,-110,u227.5,-110,u227,-110,u227.5,-108,u227.5,-108,u227.5,-110
Wed Nov 1 2023,Charlotte Hornets,119,Houston Rockets,128,o224.5,-110,o222,-110,o222,-110,o222.5,-110,o222,-110,o222,-110,o222.5,-115,o222,-110,u224.5,-110,u222,-110,u222,-110,u222.5,-110,u222,-110,u222,-110,u222.5,-115,u222,-110
Wed Nov 1 2023,Denver Nuggets,89,Minnesota Timberwolves,110,o225.5,-110,o219.5,-110,o219.5,-110,o219.5,-115,o219.5,-105,o219.5,-110,o220,-110,o219.5,-110,u225.5,-110,u219.5,-110,u219.5,-110,u219.5,-105,u219.5,-115,u219.5,-110,u220,-113,u219.5,-110
Wed Nov 1 2023,Chicago Bulls,105,Dallas Mavericks,114,o225.5,-110,o220,-110,o220,-110,o221.5,-110,o220.5,-105,o220.5,-108,o220.5,-109,o220,-110,u225.5,-110,u220,-110,u220,-110,u221.5,-110,u220.5,-115,u220.5,-112,u220.5,-112,u220,-110
Wed Nov 1 2023,Memphis Grizzlies,109,Utah Jazz,133,o227.5,-110,o225.5,-110,o225.5,-110,o225.5,-110,o225.5,-105,o225.5,-108,o225.5,-115,o225.5,-110,u227.5,-110,u225.5,-110,u225.5,-110,u225.5,-110,u225.5,-115,u225.5,-112,u225.5,-115,u225.5,-110
Wed Nov 1 2023,Sacramento Kings,101,Golden State Warriors,102,o234.5,-110,o227.5,-110,o228,-108,o226.5,-115,o227.5,-110,o227.5,-112,o227,-113,o228,-108,u234.5,-110,u227.5,-110,u228,-112,u226.5,-105,u227.5,-110,u227.5,-108,u227,-108,u228,-112
Wed Nov 1 2023,Los Angeles Clippers,125,Los Angeles Lakers,130,o227.5,-110,o228,-110,o227.5,-108,o227.5,-110,o228,-110,o228.5,-108,o227.5,-112,o227.5,-108,u227.5,-110,u228,-110,u227.5,-112,u227.5,-110,u228,-110,u228.5,-112,u227.5,-112,u227.5,-112
Thu Nov 2 2023,Toronto Raptors,99,Philadelphia 76ers,114,o215.5,-108,o214.5,-110,o214.5,-110,o214.5,-110,o214.5,-105,o214.5,-110,o214,-110,o214.5,-110,u215.5,-112,u214.5,-110,u214.5,-110,u214.5,-110,u214.5,-115,u214.5,-110,u214,-110,u214.5,-110
Thu Nov 2 2023,Detroit Pistons,116,New Orleans Pelicans,125,o221.5,-110,o215.5,-110,o215.5,-110,o215.5,-110,o215.5,-110,o215.5,-110,o215.5,-109,o215.5,-110,u221.5,-110,u215.5,-110,u215.5,-110,u215.5,-110,u215.5,-110,u215.5,-110,u215.5,-112,u215.5,-110
Thu Nov 2 2023,Orlando Magic,115,Utah Jazz,113,o223,-110,o223.5,-110,o224,-110,o223.5,-115,o224,-110,o224.5,-105,o235,-115,o224,-110,u223,-110,u223.5,-110,u224,-110,u223.5,-105,u224,-110,u224.5,-115,u235,-118,u224,-110
Thu Nov 2 2023,San Antonio Spurs,132,Phoenix Suns,121,o225.5,-110,o229,-110,o229.5,-106,o229.5,-110,o229.5,-110,o229.5,-112,o229.5,-113,o229.5,-106,u225.5,-110,u229,-110,u229.5,-114,u229.5,-110,u229.5,-110,u229.5,-108,u229.5,-108,u229.5,-114
Fri Nov 3 2023,Cleveland Cavaliers,116,Indiana Pacers,121,o222.5,-110,o230.5,-110,o230,-110,o230.5,-110,o230,-110,o230.5,-115,o230.5,-115,o230,-110,u222.5,-110,u230.5,-110,u230,-110,u230.5,-110,u230,-110,u230.5,-105,u230.5,-115,u230,-110
Fri Nov 3 2023,New York Knicks,105,Milwaukee Bucks,110,o228.5,-110,o224.5,-110,o224.5,-110,o224.5,-115,o224.5,-110,o224.5,-108,o224.5,-110,o224.5,-110,u228.5,-110,u224.5,-110,u224.5,-110,u224.5,-105,u224.5,-110,u224.5,-112,u224.5,-110,u224.5,-110
Fri Nov 3 2023,Brooklyn Nets,109,Chicago Bulls,107,o220,-110,o221,-110,o221,-110,o221.5,-110,o221.5,-110,o221.5,-110,o221.5,-108,o221,-110,u220,-110,u221,-110,u221,-110,u221.5,-110,u221.5,-110,u221.5,-110,u221.5,-113,u221,-110
Fri Nov 3 2023,Washington Wizards,114,Miami Heat,121,o225.5,-110,o224.5,-110,o224.5,-110,o224.5,-110,o224.5,-110,o225.5,-105,o224.5,-109,o224.5,-110,u225.5,-110,u224.5,-110,u224.5,-110,u224.5,-110,u224.5,-110,u225.5,-115,u224.5,-112,u224.5,-110
Fri Nov 3 2023,Golden State Warriors,141,Oklahoma City Thunder,139,o229,-110,o225,-110,o225,-110,o225.5,-110,o225,-110,o225.5,-110,o225.5,-114,o225,-110,u229,-110,u225,-110,u225,-110,u225.5,-110,u225,-110,u225.5,-110,u225.5,-117,u225,-110
Fri Nov 3 2023,Dallas Mavericks,114,Denver Nuggets,125,o227.5,-110,o229.5,-110,o230,-108,o229.5,-110,o229.5,-110,o230.5,-110,o229.5,-115,o230,-108,u227.5,-110,u229.5,-110,u230,-112,u229.5,-110,u229.5,-110,u230.5,-110,u229.5,-115,u230,-112
Fri Nov 3 2023,Memphis Grizzlies,113,Portland Trail Blazers,115,o219.5,-110,o220,-110,o219.5,-110,o219.5,-115,o220,-110,o219.5,-110,o219.5,-115,o219.5,-110,u219.5,-110,u220,-110,u219.5,-110,u219.5,-105,u220,-110,u219.5,-110,u219.5,-115,u219.5,-110
Sat Nov 4 2023,Phoenix Suns,100,Philadelphia 76ers,112,o222,-110,o220.5,-110,o220.5,-110,o220.5,-110,o221,-110,o220.5,-115,o220,-110,o220.5,-110,u222,-110,u220.5,-110,u220.5,-110,u220.5,-110,u221,-110,u220.5,-105,u220,-110,u220.5,-110
Sat Nov 4 2023,Charlotte Hornets,125,Indiana Pacers,124,o236.5,-110,o240.5,-110,o241.5,-110,o240.5,-115,o240.5,-110,o241.5,-105,o241,-112,o241.5,-110,u236.5,-110,u240.5,-110,u241.5,-110,u240.5,-105,u240.5,-110,u241.5,-115,u241,-109,u241.5,-110
Sat Nov 4 2023,Atlanta Hawks,123,New Orleans Pelicans,105,o230.5,-110,o237.5,-110,o237.5,-110,o237.5,-110,o237.5,-110,o237.5,-110,o237.5,-109,o237.5,-110,u230.5,-110,u237.5,-110,u237.5,-110,u237.5,-110,u237.5,-110,u237.5,-110,u237.5,-112,u237.5,-110
Sat Nov 4 2023,Los Angeles Lakers,101,Orlando Magic,120,o218,-110,o222.5,-110,o222.5,-108,o222.5,-110,o223,-110,o222.5,-110,o223,-108,o222.5,-108,u218,-110,u222.5,-110,u222.5,-112,u222.5,-110,u223,-110,u222.5,-110,u223,-113,u222.5,-112
Sat Nov 4 2023,Boston Celtics,124,Brooklyn Nets,114,o230,-110,o227,-110,o227,-110,o226.5,-115,o227,-110,o227.5,-105,o227.5,-109,o227,-110,u230,-110,u227,-110,u227,-110,u226.5,-105,u227,-110,u227.5,-115,u227.5,-112,u227,-110
Sat Nov 4 2023,Sacramento Kings,89,Houston Rockets,107,o219.5,-110,o221,-110,o220.5,-110,o220.5,-115,o221,-110,o221.5,-105,o221,-112,o220.5,-110,u219.5,-110,u221,-110,u220.5,-110,u220.5,-105,u221,-110,u221.5,-115,u221,-109,u220.5,-110
Sat Nov 4 2023,Utah Jazz,95,Minnesota Timberwolves,123,o226.5,-110,o225,-110,o224.5,-110,o224.5,-110,o225,-110,o224.5,-110,o224.5,-112,o224.5,-110,u226.5,-110,u225,-110,u224.5,-110,u224.5,-110,u225,-110,u224.5,-110,u224.5,-109,u224.5,-110
Sat Nov 4 2023,Chicago Bulls,101,Denver Nuggets,123,o216.5,-110,o217.5,-110,o217.5,-108,o217.5,-110,o217.5,-110,o217.5,-110,o218,-112,o217.5,-108,u216.5,-110,u217.5,-110,u217.5,-112,u217.5,-110,u217.5,-110,u217.5,-110,u218,-109,u217.5,-112
Sun Nov 5 2023,Phoenix Suns,120,Detroit Pistons,106,o223.5,-110,o218.5,-110,o218,-110,o218.5,-110,o217.5,-110,o219,-112,o219.5,-115,o218,-110,u223.5,-110,u218.5,-110,u218,-110,u218.5,-110,u217.5,-110,u219,-108,u219.5,-106,u218,-110
